predicted_mean
15823.471318035317
15435.863365949737
13007.679910761122
13884.74989564444
16197.261286273253
18174.637840505966
14437.968649464554
12702.191688364188
5691.331479275088
9956.451493291665
14200.034979121103
17681.59097038909
14943.85159366453
14427.8433694204
11989.277798003066
12856.288896224973
15134.690182182385
17131.532451725376
13381.66005488464
11653.915748944253
4666.244202394092
8956.465697075668
13150.698005654818
16635.544817599603
13906.950357565689
13391.20078347316
10952.656125842777
11819.687486736379
14098.157484259555
16094.96054196809
