TransactionDate,GroupCostPrice,GroupQuantity
09/12/20,33072.21,14.95
09/13/20,9742.37,4.415
09/14/20,17520.28,7.951
09/15/20,30462.73,13.72
09/16/20,10706.25,4.832
09/17/20,11755.09,5.336
09/18/20,0,0
09/19/20,19009.7,8.594
09/20/20,23339.8,10.53
09/21/20,27451.96,12.41
09/22/20,31806.79,14.38
09/23/20,0,0
09/24/20,11477.05,5.18
09/25/20,0,0
09/26/20,13586.45,6.117
09/27/20,19576.78,8.809
09/28/20,31779.93,14.27
09/29/20,13488.39,6.068
09/30/20,12237.08,5.539
10/01/20,17869.23,8.085
10/02/20,0,0
10/03/20,15449.62,7.001
10/04/20,24363.98,11.03
10/05/20,28292.01,12.84
10/06/20,38017.44,17.19
10/07/20,7259.406,3.29
10/08/20,9333.939,4.297
10/09/20,0,0
10/10/20,30344.98,13.78
10/11/20,30182.85,13.82
10/12/20,7823.034,3.547
10/13/20,19243.95,8.829
10/14/20,20321.91,9.318
10/15/20,17666.08,8.082
10/16/20,0,0
10/17/20,42613.85,19.4
10/18/20,25410.13,11.67
10/19/20,28308.16,13.03
10/20/20,9712.75,4.502
10/21/20,23382.01,10.71
10/22/20,31261.09,14.3
10/23/20,0,0
10/24/20,33570.98,15.31
10/25/20,27365.29,12.55
10/26/20,26113.71,11.93
10/27/20,19449.4,8.855
10/28/20,15438.29,7.009
10/29/20,15246.93,6.95
10/30/20,0,0
10/31/20,14883.58,6.805
11/01/20,26670.05,12.24
11/02/20,55791.26,25.94
11/03/20,33625.64,15.62
11/04/20,12786.17,5.982
11/05/20,32073.8,15.02
11/06/20,0,0
11/07/20,36186.87,16.83
11/08/20,27397.05,12.77
11/09/20,12363.87,5.784
11/10/20,9017.087,4.181
11/11/20,14266.58,6.659
11/12/20,20198.68,9.454
11/13/20,0,0
11/14/20,29067.29,13.66
11/15/20,43050.16,20.01
11/16/20,15308.59,7.147
11/17/20,16345.68,7.675
11/18/20,24152.68,11.32
11/19/20,51306.35,23.86
11/20/20,0,0
11/21/20,47974.24,22.69
11/22/20,31109.26,14.5
11/23/20,17335.03,8.071
11/24/20,19220.23,9.116
11/25/20,12446.27,5.749
11/26/20,6701.228,3.081
11/27/20,0,0
11/28/20,21263.87,9.749
11/29/20,19189.76,8.879
11/30/20,16225.98,7.547
12/01/20,11963.48,5.487
12/02/20,16024.06,7.296
12/03/20,10075.86,4.646
12/04/20,0,0
12/05/20,25937.71,12.05
12/06/20,36719.61,17.27
12/07/20,13646.28,6.25
12/08/20,23265.04,10.7
12/09/20,45481.88,21.06
12/10/20,8170.711,3.795
12/11/20,0,0
12/12/20,11594.75,5.135
12/13/20,24471.79,10.47
12/14/20,13939.92,6.249
12/15/20,32706.49,14.45
12/16/20,31130.79,14.28
12/17/20,33994.83,14.5
12/18/20,0,0
12/19/20,16114.42,7.021
12/20/20,5702.272,2.559
12/21/20,27669.68,12
12/22/20,10996.8,4.666
12/23/20,68955.57,27.9
12/24/20,5240.495,2.118
12/25/20,0,0
12/26/20,32202.59,12.75
12/27/20,37128.3,14.53
12/28/20,65288.14,25.43
12/29/20,17500.52,7.213
12/30/20,20352.94,8.249
12/31/20,4547.971,1.75
01/01/21,0,0
01/02/21,32491.36,12.5
01/03/21,29982.17,11
01/04/21,34603.35,13.58
01/05/21,57883.85,22.54
01/06/21,9866.809,3.797
01/07/21,1480.49,0.416
01/08/21,0,0
01/09/21,24622.89,9.607
01/10/21,26366.98,10.55
01/11/21,9747.747,3.75
01/12/21,42997.33,16.55
01/13/21,17415.32,6.713
01/14/21,34599.09,13.31
01/15/21,0,0
01/16/21,48218.12,18.58
01/17/21,22141.22,7.25
01/18/21,24915.47,9.25
01/19/21,24303.31,9.284
01/20/21,12346.8,4.75
01/21/21,25346.54,9.75
01/22/21,0,0
01/23/21,33805.14,13
01/24/21,20754.9,8
01/25/21,34704.44,13.35
01/26/21,9096.298,3.5
01/27/21,19230.31,7.5
01/28/21,1948.725,0.75
01/29/21,0,0
01/30/21,529.5076,0.204
01/31/21,3897.45,1.5
02/01/21,0,0
02/02/21,11692.35,4.5
02/03/21,5196.6,2
02/04/21,12160.16,4.75
02/05/21,0,0
02/06/21,17597.01,6.773
02/07/21,6822.354,2.642
02/08/21,178.6368,0.071
02/09/21,7846.307,3.118
02/10/21,12564.11,5
02/11/21,8444.475,3.25
02/12/21,0,0
02/13/21,2598.3,1
02/14/21,12993.69,5.1
02/15/21,14678.76,5.75
02/16/21,41616.73,16.5
02/17/21,23240.65,9
02/18/21,13062.13,5
02/19/21,0,0
02/20/21,85469.41,32.75
02/21/21,49451.85,18.78
02/22/21,80303.97,30.56
02/23/21,78111.59,29.8
02/24/21,105995.1,40.22
02/25/21,112431.9,42.8
02/26/21,0,0
02/27/21,93841.2,35.39
02/28/21,57464.01,21.74
03/01/21,60396.92,22.82
03/02/21,52459.11,19.64
03/03/21,102367,38.25
03/04/21,91830.4,34.52
03/05/21,0,0
03/06/21,95296.87,35.75
03/07/21,26265.96,9.855
03/08/21,58009.18,21.83
03/09/21,62623.05,23.37
03/10/21,44685.83,16.75
03/11/21,49877.69,18.74
03/12/21,0,0
03/13/21,51620.73,19.31
03/14/21,62703.6,23.25
03/15/21,10403.69,3.868
03/16/21,18947.63,7.133
03/17/21,10738.62,4
03/18/21,29304.28,11
03/19/21,0,0
03/20/21,12215.92,4.618
03/21/21,26186.21,9.783
03/22/21,39448.73,14.8
03/23/21,43260.93,16.1
03/24/21,45356.12,17
03/25/21,51762.34,19.5
03/26/21,0,0
03/27/21,61720.04,23.05
03/28/21,46563.4,17.25
03/29/21,48212.21,17.78
03/30/21,20302.63,7.5
03/31/21,147025.2,54.56
04/01/21,24973.5,9.25
04/02/21,0,0
04/03/21,48283.54,17.83
04/04/21,21026.73,7.749
04/05/21,32959.42,12.14
04/06/21,31599.68,11.67
04/07/21,44097.82,16.28
04/08/21,39869.96,14.75
04/09/21,0,0
04/10/21,44942.96,16.56
04/11/21,51963.85,19.28
04/12/21,26162.61,9.642
04/13/21,4096.931,1.502
04/14/21,2726.979,1
04/15/21,2691.673,1
04/16/21,0,0
04/17/21,12846.52,4.711
04/18/21,8089.604,3
04/19/21,8075.019,3
04/20/21,8145.63,3
04/21/21,5618.249,2.071
04/22/21,0,0
04/23/21,0,0
04/24/21,16241.02,6
04/25/21,13592.3,5
04/26/21,2887.123,1.071
04/27/21,3839.024,1.415
04/28/21,8148.958,3
04/29/21,79224.46,29.32
04/30/21,0,0
05/01/21,68859.65,25.5
05/02/21,19469.27,7.213
05/03/21,22291.26,8.25
05/04/21,36571.98,13.54
05/05/21,49975.68,18.51
05/06/21,35972.25,13.32
05/07/21,0,0
05/08/21,47452.29,17.57
05/09/21,44541.5,16.5
05/10/21,46211.34,17.12
05/11/21,3374.177,1.25
05/12/21,0,0
05/13/21,0,0
05/14/21,0,0
05/15/21,0,0
05/16/21,81208.99,30.06
05/17/21,218446.3,80.87
05/18/21,56854.86,21.06
05/19/21,49262.01,18.25
05/20/21,90450.34,33.5
05/21/21,0,0
05/22/21,70832.64,26.22
05/23/21,58630.07,21.72
05/24/21,71079.37,26.32
05/25/21,83137.18,30.79
05/26/21,51453.1,19.06
05/27/21,128964.1,47.76
05/28/21,0,0
05/29/21,102873.5,38.1
05/30/21,63649.45,23.57
05/31/21,98935.07,36.63
06/01/21,102929.8,38.1
06/02/21,97104.32,35.95
06/03/21,27686.57,10.25
06/04/21,0,0
06/05/21,31547.93,11.69
06/06/21,37908.93,14.04
06/07/21,36571.46,13.55
06/08/21,44879.73,16.62
06/09/21,50808.13,18.81
06/10/21,41181.79,15.25
06/11/21,0,0
06/12/21,30861.88,11.41
06/13/21,43454.07,16.09
06/14/21,25607.88,9.474
06/15/21,21124.24,7.809
06/16/21,22782.02,8.438
06/17/21,59565.73,22.06
06/18/21,0,0
06/19/21,72943.18,27
06/20/21,34423.1,12.74
06/21/21,28366.98,10.5
06/22/21,52084.41,19.29
06/23/21,44339.52,16.41
06/24/21,35096.92,13
06/25/21,0,0
06/26/21,23270.13,8.618
06/27/21,18198.45,6.737
06/28/21,15748.27,5.832
06/29/21,40043.51,14.82
06/30/21,40894.39,15.14
07/01/21,17742.3,6.559
07/02/21,0,0
07/03/21,16781.03,6.213
07/04/21,10125.83,3.75
07/05/21,21598.63,8
07/06/21,9464.454,3.5
07/07/21,16868.53,6.249
07/08/21,11071.42,4.014
07/09/21,0,0
07/10/21,18701.89,6.75
07/11/21,16686.19,6.095
07/12/21,0,0
07/13/21,8220.878,3
07/14/21,8542.726,3
07/15/21,8477.367,3.055
07/16/21,0,0
07/17/21,5399.654,2
07/18/21,5630.399,2
07/19/21,0,0
07/20/21,0,0
07/21/21,0,0
07/22/21,0,0
07/23/21,0,0
07/24/21,14967.43,5.5
07/25/21,44927.82,16
07/26/21,9368.463,3.403
07/27/21,11324.78,4.024
07/28/21,2815.2,1
07/29/21,5405.678,2
07/30/21,0,0
07/31/21,9461.442,3.5
08/01/21,20997.27,7.5
08/02/21,12665.8,4.5
08/03/21,8105.505,3
08/04/21,4055.764,1.5
08/05/21,9011.516,3.25
08/06/21,0,0
08/07/21,13961.24,5
08/08/21,16198.96,6
08/09/21,19334.12,7.047
08/10/21,13797.63,4.941
08/11/21,702.9051,0.25
08/12/21,2814.423,1
08/13/21,0,0
08/14/21,3166.218,1.166
08/15/21,10449.28,3.713
08/16/21,7077.406,2.5
08/17/21,16856.5,6.017
08/18/21,12604.53,4.5
08/19/21,15240.32,5.5
08/20/21,0,0
08/21/21,37097.16,13.5
08/22/21,11805.62,4.284
08/23/21,22840.19,8.118
08/24/21,15379.22,5.5
08/25/21,22148.43,7.892
08/26/21,21089.5,7.5
08/27/21,0,0
08/28/21,14084.24,4.999
08/29/21,9799.101,3.5
08/30/21,35391.05,12.53
08/31/21,13486.12,4.927
09/01/21,15533.46,5.5
09/02/21,11241.38,4.059
09/03/21,0,0
09/04/21,33556.13,12.2
09/05/21,28124.71,10.27
09/06/21,27698.75,10.14
09/07/21,28497.27,10.25
09/08/21,23817.47,8.5
09/09/21,61557.62,22.27
09/10/21,0,0
09/11/21,23213.09,8.273
09/12/21,25054.85,9
09/13/21,43527.98,15.75
09/14/21,13360.05,4.903
09/15/21,37415.52,13.73
09/16/21,38989.66,14.05
09/17/21,0,0
09/18/21,24844.58,9.043
09/19/21,37509.05,13.75
09/20/21,35445.15,12.87
09/21/21,15132.99,5.428
09/22/21,36113.18,13
09/23/21,0,0
09/24/21,0,0
09/25/21,60534.57,21.81
09/26/21,54856.58,19.86
09/27/21,30221.55,11
09/28/21,65942.47,23.76
09/29/21,14796.65,5.282
09/30/21,15678.06,5.737
10/01/21,0,0
10/02/21,170864.7,61.31
10/03/21,90558.29,32.5
10/04/21,41996.06,15.07
10/05/21,111383.1,39.88
10/06/21,52193.54,18.68
10/07/21,148356.6,53.2
10/08/21,0,0
10/09/21,95672.56,34.19
10/10/21,33599.56,12
10/11/21,49534.32,17.58
10/12/21,44703.16,16
10/13/21,74455.72,26.97
10/14/21,88569.86,32
10/15/21,0,0
10/16/21,28591.63,10.5
10/17/21,59979.7,21.88
10/18/21,126695.1,46.44
10/19/21,45825.74,16.64
10/20/21,19371.72,6.998
10/21/21,6884.405,2.5
10/22/21,0,0
10/23/21,95236.9,33.89
10/24/21,41461.05,14.86
10/25/21,48355.37,17.38
10/26/21,48362.71,17.38
10/27/21,49603.07,17.84
10/28/21,34788.93,12.53
10/29/21,0,0
10/30/21,37293.78,13.37
10/31/21,103458.4,37.56
11/01/21,62458.51,22.38
11/02/21,84401.55,29.87
11/03/21,76628.45,27.33
11/04/21,42842.8,15.32
11/05/21,0,0
11/06/21,91935.07,32.73
11/07/21,107407.3,37.6
11/08/21,79308.15,27.62
11/09/21,139037,48.45
11/10/21,72701.65,25.35
11/11/21,60008.36,21
11/12/21,0,0
11/13/21,108186,37.88
11/14/21,152990.4,53.42
11/15/21,102025.9,35.6
11/16/21,56367.67,19.56
11/17/21,124028.1,43.3
11/18/21,19435.72,6.69
11/19/21,0,0
11/20/21,153377.9,52.96
11/21/21,97841.21,33.75
11/22/21,102384.2,35.09
11/23/21,68647.84,23.41
11/24/21,104249,35.87
11/25/21,61040.25,20.98
11/26/21,0,0
11/27/21,94770.74,32.5
11/28/21,113065.8,38.49
11/29/21,123389.8,42.01
11/30/21,104877.8,35.61
12/01/21,127557.5,43.02
12/02/21,72132.67,24.24
12/03/21,0,0
12/04/21,66334.73,22.41
12/05/21,124715.8,42.14
12/06/21,67212.26,22.51
12/07/21,48891.18,16.6
12/08/21,132536.5,44.46
12/09/21,111453.5,37.32
12/10/21,0,0
12/11/21,92278.96,31.02
12/12/21,97798.61,32.97
12/13/21,58940.81,19.7
12/14/21,99962.93,33.39
12/15/21,103058.3,34.65
12/16/21,112475.1,37.85
12/17/21,0,0
12/18/21,140789.8,47.42
12/19/21,51353.71,17.34
12/20/21,118740.1,39.91
12/21/21,100694.6,34
12/22/21,98236.75,32.71
12/23/21,119112.6,39.68
12/24/21,0,0
12/25/21,149930.2,50.14
12/26/21,121390.6,40.57
12/27/21,132392.8,44.3
12/28/21,146605.7,48.94
12/29/21,88486.76,29.42
12/30/21,154219.1,51.12
12/31/21,0,0
01/01/22,168270.5,55.35
01/02/22,86774.73,28.68
01/03/22,135151.5,44.77
01/04/22,117636.5,38.76
01/05/22,107073.3,35.3
01/06/22,98340.79,32.39
01/07/22,0,0
01/08/22,209405.1,69.06
01/09/22,117422.8,38.73
01/10/22,66758.04,22.07
01/11/22,220604.2,73.03
01/12/22,126682.3,41.89
01/13/22,104620.7,34.52
01/14/22,0,0
01/15/22,94496.59,31.18
01/16/22,146539.8,48.29
01/17/22,132964.8,43.72
01/18/22,86120.78,28.41
01/19/22,195250.5,64.31
01/20/22,129828.7,42.82
01/21/22,0,0
01/22/22,117525.3,38.65
01/23/22,103227.5,33.96
01/24/22,109419.5,36.12
01/25/22,103640.7,34.19
01/26/22,99652.37,32.84
01/27/22,113044.5,37.28
01/28/22,0,0
01/29/22,139837.6,46.12
01/30/22,153349.6,50.55
01/31/22,69698.94,22.92
02/01/22,77607.53,25.57
02/02/22,156744.5,51.66
02/03/22,124860.1,41.16
02/04/22,0,0
02/05/22,98836.27,32.54
02/06/22,85866.06,28.2
02/07/22,90786.81,29.78
02/08/22,99991.22,32.72
02/09/22,119388.2,38.81
02/10/22,30430.39,9.904
02/11/22,0,0
02/12/22,111595.3,36.01
02/13/22,98932.68,32.14
02/14/22,67747.9,21.82
02/15/22,76308.45,24.55
02/16/22,104137.2,33.61
02/17/22,110225.8,35.36
02/18/22,0,0
02/19/22,78735.67,25.27
02/20/22,47385,15.21
02/21/22,84721.26,27.11
02/22/22,0,0
02/23/22,98811.9,31.82
02/24/22,132874.6,42.65
02/25/22,0,0
02/26/22,134441.2,43.14
02/27/22,239742.3,76.91
02/28/22,99665.93,31.89
03/01/22,64310.44,20.52
03/02/22,48924.43,15.59
03/03/22,157561.6,50.08
03/04/22,0,0
03/05/22,125688.8,39.73
03/06/22,347483,109.6
03/07/22,183075.3,58.05
03/08/22,101925.7,32.25
03/09/22,56881.68,17.99
03/10/22,276640.5,86.74
03/11/22,0,0
03/12/22,142563.7,44.42
03/13/22,134850.9,41.72
03/14/22,94082.28,29.08
03/15/22,126932.4,39.11
03/16/22,110019.5,34.14
03/17/22,71152.95,21.93
03/18/22,0,0
03/19/22,142647.2,44.13
03/20/22,84213.76,25.36
03/21/22,64444.13,19.01
03/22/22,64018.07,19.03
03/23/22,48030.63,14.09
03/24/22,29227.01,8.519
03/25/22,0,0
03/26/22,137660,40.96
03/27/22,57940.2,16.76
03/28/22,97689.79,28.93
03/29/22,118147.4,34.39
03/30/22,40615.15,12.11
03/31/22,53222.87,15.61
04/01/22,0,0
04/02/22,19006.02,5.5
04/03/22,16405.95,4.75
04/04/22,13855.86,4.118
04/05/22,13543.27,3.891
04/06/22,6882.172,2
04/07/22,75314.35,22.24
04/08/22,0,0
04/09/22,36315.55,10.47
04/10/22,10274.19,2.938
04/11/22,11491.44,3.286
04/12/22,33114.67,9.5
04/13/22,37752.72,11.04
04/14/22,10202.69,2.963
04/15/22,0,0
04/16/22,58831.62,17.22
04/17/22,40126.2,11.5
04/18/22,17227.85,4.916
04/19/22,26235.6,7.749
04/20/22,60098.09,17.2
04/21/22,30521.9,8.944
04/22/22,0,0
04/23/22,87522.98,25.52
04/24/22,55736.86,16.25
04/25/22,3537.481,1
04/26/22,10662.36,3.118
04/27/22,23083.44,6.571
04/28/22,25951.22,7.536
04/29/22,0,0
04/30/22,0,0
05/01/22,0,0
05/02/22,0,0
05/03/22,0,0
05/04/22,36520.32,10.48
05/05/22,65122.73,18.61
05/06/22,0,0
05/07/22,91622.81,26.32
05/08/22,96327.08,27.77
05/09/22,72119.62,20.54
05/10/22,50477.5,14.41
05/11/22,21965.36,6.249
05/12/22,105704.7,30.28
05/13/22,0,0
05/14/22,124465.3,35.52
05/15/22,119830.5,34.21
05/16/22,44266.74,12.59
05/17/22,62793.99,17.9
05/18/22,38316.72,10.85
05/19/22,57140.64,16.43
05/20/22,0,0
05/21/22,171032.5,48.65
05/22/22,80412.39,23.17
05/23/22,61498.16,17.51
05/24/22,72971.02,20.84
05/25/22,91607.61,26.21
05/26/22,107908.3,30.84
05/27/22,0,0
05/28/22,128724.9,36.79
05/29/22,83399.43,23.95
05/30/22,47673.35,13.7
05/31/22,67442.84,19.57
06/01/22,117707.1,34.24
06/02/22,142418.9,41.36
06/03/22,0,0
06/04/22,63516.6,18.75
06/05/22,93228.3,27.96
06/06/22,95147.59,28.34
06/07/22,66024.45,20.1
06/08/22,122489.5,36.23
06/09/22,74417.77,22.55
06/10/22,0,0
06/11/22,72251.74,21.99
06/12/22,61096.81,18.81
06/13/22,47155.21,14.52
06/14/22,80685.88,25.47
06/15/22,215348.4,67.05
06/16/22,45619.97,14.34
06/17/22,0,0
06/18/22,136376.3,43.33
06/19/22,159553.3,50.61
06/20/22,112190.4,37.19
06/21/22,35950.05,11.54
06/22/22,76269.13,25.32
06/23/22,64761.21,20.63
06/24/22,0,0
06/25/22,85650.08,26.93
06/26/22,73273.56,24.59
06/27/22,49743.21,15.78
06/28/22,22858.5,7.511
06/29/22,43980.2,13.31
06/30/22,48310.23,16.43
07/01/22,0,0
07/02/22,119095.7,41.89
07/03/22,53732.97,18.75
07/04/22,134557.7,46.94
07/05/22,30129.59,10.52
07/06/22,11687.72,4
07/07/22,41310.39,15
07/08/22,0,0
07/09/22,0,0
07/10/22,0,0
07/11/22,0,0
07/12/22,0,0
07/13/22,73710.44,25.68
07/14/22,55486.16,19.4
07/15/22,0,0
07/16/22,87571.26,30.06
07/17/22,88700.22,30.89
07/18/22,131052.1,46.25
07/19/22,121836,43.27
07/20/22,63482.88,21.75
07/21/22,31194.18,11.02
07/22/22,0,0
07/23/22,55461.74,19.59
07/24/22,101683.3,36.3
07/25/22,47366.7,16.79
07/26/22,57348.72,19.59
07/27/22,27468.75,9.63
07/28/22,55613.2,19.75
07/29/22,0,0
07/30/22,43046.67,15.18
07/31/22,85359.41,29.98
08/01/22,57364.19,19.94
08/02/22,62982.5,22.4
08/03/22,66866.14,24.02
08/04/22,36092.03,13.13
08/05/22,0,0
08/06/22,117135.4,42.65
08/07/22,44296.01,15.88
08/08/22,47292.52,16.98
08/09/22,63670.94,22.97
08/10/22,45921.1,16.12
08/11/22,81071.25,28.93
08/12/22,0,0
08/13/22,78109.28,28.29
08/14/22,63175.47,22.62
08/15/22,31395.72,11.09
08/16/22,88070.85,31.85
08/17/22,82042.48,29.84
08/18/22,66459.17,23.85
08/19/22,0,0
08/20/22,101803.2,36.85
08/21/22,62396.01,22.61
08/22/22,67936.83,24.57
08/23/22,65807.11,24.11
08/24/22,69916.63,25.51
08/25/22,91154.68,33.5
08/26/22,0,0
08/27/22,87032.52,31.21
08/28/22,60153.34,21.8
08/29/22,89408.17,32.59
08/30/22,86292.94,31.75
08/31/22,29901.51,11
09/01/22,65115.16,23.91
09/02/22,0,0
09/03/22,65263.84,24.43
09/04/22,72023.56,26.31
09/05/22,70472.73,26.5
09/06/22,98179.68,36.51
09/07/22,55979.33,20.93
09/08/22,43021.86,16.05
09/09/22,0,0
09/10/22,48031.16,17.74
09/11/22,44220.3,16.37
09/12/22,66710.52,25.04
09/13/22,40627.29,15.13
09/14/22,65354.44,24.47
09/15/22,113011.8,43.1
09/16/22,0,0
09/17/22,47147.23,17.79
09/18/22,48573.85,18.48
09/19/22,44204.62,16.91
09/20/22,86663.83,33.05
09/21/22,30012.36,11.52
09/22/22,0,0
09/23/22,0,0
09/24/22,82184.74,31.51
09/25/22,60848.24,23.32
09/26/22,63314.86,24.2
09/27/22,109820.7,42.13
09/28/22,33310.52,12.76
09/29/22,37511.92,14.36
09/30/22,0,0
10/01/22,46811.47,17.96
10/02/22,52470.87,19.58
10/03/22,43836.07,16.47
10/04/22,36516.98,13.84
10/05/22,33740.03,12.62
10/06/22,85287.46,31.97
10/07/22,0,0
10/08/22,90286.06,33.75
10/09/22,61659.65,23.02
10/10/22,24160.91,8.94
10/11/22,72157.4,26.54
10/12/22,78325.99,28.66
10/13/22,122005.2,45.05
10/14/22,0,0
10/15/22,33373.51,12.19
10/16/22,32974.07,12.07
10/17/22,49693.43,18.09
10/18/22,65225.81,23.69
10/19/22,20478.66,7.797
10/20/22,41148.81,14.91
10/21/22,0,0
10/22/22,50334.77,18.13
10/23/22,30052.25,10.86
10/24/22,35502.93,12.9
10/25/22,39683.54,14.25
10/26/22,44788.28,16.12
10/27/22,49488.06,17.59
10/28/22,0,0
10/29/22,32732.29,11.67
10/30/22,16857.5,5.992
10/31/22,14146.39,5.242
11/01/22,207631.5,74.33
11/02/22,314619,131.4
11/03/22,101544.4,38.64
11/04/22,0,0
11/05/22,71261.47,26.75
11/06/22,105225.2,37.81
11/07/22,130631.2,52.62
11/08/22,66242.05,27.37
11/09/22,52488.33,19.21
11/10/22,54449.74,19.55
11/11/22,0,0
11/12/22,105330.8,43
11/13/22,17398.26,6.571
11/14/22,48241.4,18.68
11/15/22,129448,53.08
11/16/22,45133.87,16.33
11/17/22,93676.83,34.19
11/18/22,0,0
11/19/22,71874.37,26.8
11/20/22,54273.84,20.37
11/21/22,44288.35,16.25
11/22/22,67068.45,24.7
11/23/22,0,0
11/24/22,288269.3,116.4
11/25/22,0,0
11/26/22,134968.3,52.59
11/27/22,49570.51,18.32
11/28/22,76341.38,29.62
11/29/22,81618.23,30.59
11/30/22,61260.93,23.53
12/01/22,76889.51,30.87
12/02/22,0,0
12/03/22,141453.1,55.34
12/04/22,87334.76,33.11
12/05/22,52023.85,19.96
12/06/22,61251.99,24.15
12/07/22,65562,25.22
12/08/22,30807.74,11.7
12/09/22,0,0
12/10/22,18787.33,6.987
12/11/22,45021.6,17.75
12/12/22,34446.89,13
12/13/22,51916.36,20.25
12/14/22,9404.074,3.524
12/15/22,50923.03,19.5
12/16/22,0,0
12/17/22,59144.56,23.17
12/18/22,38023.29,14.24
12/19/22,33890.51,13.03
12/20/22,63301.81,24.78
12/21/22,11581.03,4.75
12/22/22,40961.16,15.9
12/23/22,0,0
12/24/22,52649.9,20.23
12/25/22,55771.34,21.5
12/26/22,33354.99,12.54
12/27/22,53540.75,20.56
12/28/22,62021.64,23.72
12/29/22,28075.41,10.9
12/30/22,0,0
12/31/22,22441.17,8.664
01/01/23,44090.01,16.67
01/02/23,25835.14,9.85
01/03/23,27574.32,10.87
01/04/23,91743.38,35.08
01/05/23,13638.97,5.015
01/06/23,0,0
01/07/23,80711.04,29.89
01/08/23,264583.1,108.3
01/09/23,65480.2,25.31
01/10/23,108217.4,40.98
01/11/23,69528.81,27.07
01/12/23,81814.21,30.77
01/13/23,0,0
01/14/23,50406.58,19.32
01/15/23,49255.51,18.82
01/16/23,46918.84,17.36
01/17/23,70947.81,26.76
01/18/23,46234.4,17.61
01/19/23,28143.97,10.77
01/20/23,0,0
01/21/23,36458.15,14
01/22/23,32579.61,12.25
01/23/23,53917.22,20.5
01/24/23,9106.529,3.415
01/25/23,45866.23,17.41
01/26/23,35497.14,13.66
01/27/23,0,0
01/28/23,42961.99,16.15
01/29/23,77098.08,29.42
01/30/23,19010.15,7.174
01/31/23,52699.84,20.02
02/01/23,42428.6,15.89
02/02/23,13547.39,5.251
02/03/23,0,0
02/04/23,58326.93,22.27
02/05/23,30173.57,11.5
02/06/23,52887.23,20.04
02/07/23,45711.72,17.57
02/08/23,28193.47,10.71
02/09/23,38701.54,14.9
02/10/23,0,0
02/11/23,38741.88,14.83
02/12/23,22434.69,8.629
02/13/23,49594.25,18.27
02/14/23,88413.43,34.25
02/15/23,13894.05,5.474
02/16/23,33077.74,12.68
02/17/23,0,0
02/18/23,60534.98,23.52
02/19/23,23200.28,8.725
02/20/23,13690.55,5.308
02/21/23,37970.78,15.02
02/22/23,0,0
02/23/23,43020.46,17
02/24/23,0,0
02/25/23,41475.53,16.56
02/26/23,50871.16,19.5
02/27/23,18141.09,7.014
02/28/23,25160.56,10
03/01/23,25142.84,9.63
03/02/23,22721.49,8.531
03/03/23,0,0
03/04/23,80390.46,31.29
03/05/23,34636.42,13.34
03/06/23,47807.72,18.51
03/07/23,42270.52,16.5
03/08/23,114091.1,45.86
03/09/23,43207.39,16.74
03/10/23,0,0
03/11/23,47875.24,18.71
03/12/23,65960.89,26.04
03/13/23,50321.6,19.89
03/14/23,47496.1,18.74
03/15/23,35197.52,13.65
03/16/23,64441.35,25.25
03/17/23,0,0
03/18/23,70921.67,27.74
03/19/23,31440.33,12.25
03/20/23,35219.35,13.84
03/21/23,36971.48,14.5
03/22/23,39986.75,15.5
03/23/23,4117.884,1.547
03/24/23,0,0
03/25/23,17041.73,6.69
03/26/23,8365.995,3.187
03/27/23,27351.55,10.49
03/28/23,17364.06,6.559
03/29/23,33439.07,13.08
03/30/23,31160.49,12.25
03/31/23,0,0
04/01/23,36609.93,14.39
04/02/23,24910.42,9.809
04/03/23,18081.46,7.095
04/04/23,29748.67,11.54
04/05/23,6025.752,2.355
04/06/23,8394.326,3.278
04/07/23,0,0
04/08/23,15162.64,5.94
04/09/23,9072.083,3.5
04/10/23,6922.181,2.658
04/11/23,7818.634,3.019
04/12/23,4100.442,1.607
04/13/23,12574.23,4.829
04/14/23,0,0
04/15/23,22681.77,8.795
04/16/23,5667.448,2.148
04/17/23,267.6792,0.107
04/18/23,1979.999,0.786
04/19/23,3939.13,1.524
04/20/23,0,0
04/21/23,0,0
04/22/23,0,0
04/23/23,0,0
04/24/23,0,0
04/25/23,72162.34,28.12
04/26/23,29482.46,11.54
04/27/23,9181.519,3.547
04/28/23,0,0
04/29/23,29088.45,11.5
04/30/23,22486.59,9.047
05/01/23,28100.03,11.01
05/02/23,39073.28,15.77
05/03/23,8546.409,3.5
05/04/23,20513.06,8.5
05/05/23,0,0
05/06/23,60467.56,24.68
05/07/23,20649.88,8.464
05/08/23,1436.711,0.603
05/09/23,15364.39,6.367
05/10/23,19682.01,8.309
05/11/23,19180.97,8.024
05/12/23,0,0
05/13/23,38716.28,16.4
05/14/23,13151.76,5.5
05/15/23,5988.98,2.559
05/16/23,22629.04,9.642
05/17/23,18327.9,7.853
05/18/23,27509.85,11.5
05/19/23,0,0
05/20/23,32583.87,14
05/21/23,19816.47,8.543
05/22/23,18341.94,7.75
05/23/23,10342.41,4.355
05/24/23,3772.074,1.5
05/25/23,4751.755,2.036
05/26/23,0,0
05/27/23,20951.2,9.024
05/28/23,33889.16,15
05/29/23,6728.543,2.75
05/30/23,45326.67,19.25
05/31/23,12509.18,5.5
06/01/23,5970.989,2.583
06/02/23,0,0
06/03/23,4503.674,2
06/04/23,36615.81,16.05
06/05/23,19184.78,8.351
